ProductID,DepartmentID,ProductCode,ProductName,Description,UnitPrice,Brand,ManufacturingDate
956,4,P000956,Adidas Terrex Hiking Shoes 956,Adidas Terrex Hiking Shoes footwear sold in Saudi Arabia,9811.8,Adidas,9/3/2019
957,5,P000957,Philips Blender 957,Philips Blender kitchen or home appliance sold in Saudi Arabia,4932.61,Philips,11/5/2025
958,1,P000958,Philips Juicer 958,Philips Juicer kitchen or home appliance sold in Saudi Arabia,6515.63,Philips,1/8/2021
959,4,P000959,Apple iPad Pro 959,Apple iPad Pro tablet sold in Saudi Arabia,4987.12,Apple,11/7/2020
960,5,P000960,LG Dual Inverter Air Conditioner 960,LG Dual Inverter Air Conditioner air conditioner sold in Saudi Arabia,7687.35,LG,11/25/2019
961,5,P000961,Lenovo IdeaCentre Desktop 961,Lenovo IdeaCentre Desktop product sold in Saudi Arabia,1608.34,Lenovo,3/16/2026
962,5,P000962,Adidas Predator Football Boots 962,Adidas Predator Football Boots footwear sold in Saudi Arabia,6944.51,Adidas,11/3/2016
963,4,P000963,Canon PowerShot V10 Camera 963,Canon PowerShot V10 Camera camera sold in Saudi Arabia,4369.6,Canon,2/11/2022
964,2,P000964,Panasonic Rice Cooker 964,Panasonic Rice Cooker kitchen or home appliance sold in Saudi Arabia,656.45,Panasonic,10/8/2020
965,3,P000965,LG Puricare Air Purifier 965,LG Puricare Air Purifier air treatment appliance sold in Saudi Arabia,9787.25,LG,6/25/2025
966,4,P000966,Lenovo Tab P12 966,Lenovo Tab P12 tablet sold in Saudi Arabia,3176.08,Lenovo,7/30/2016
967,2,P000967,Adidas X Crazyfast Football Boots 967,Adidas X Crazyfast Football Boots footwear sold in Saudi Arabia,1004.52,Adidas,1/17/2022
968,5,P000968,Samsung Galaxy Watch6 968,Samsung Galaxy Watch6 product sold in Saudi Arabia,7327.07,Samsung,3/20/2017
969,4,P000969,Sony ZV-E10 Camera 969,Sony ZV-E10 Camera camera sold in Saudi Arabia,3108.93,Sony,4/22/2025
970,1,P000970,Xiaomi POCO F6 Pro 970,Xiaomi POCO F6 Pro smartphone sold in Saudi Arabia,2135.14,Xiaomi,9/27/2019
971,4,P000971,IKEA EKTORP Sofa 971,IKEA EKTORP Sofa furniture sold in Saudi Arabia,858.8,IKEA,11/3/2023
972,1,P000972,Apple iPad Pro 972,Apple iPad Pro tablet sold in Saudi Arabia,3098.48,Apple,6/18/2016
973,1,P000973,Canon RF 24-70mm Lens 973,Canon RF 24-70mm Lens camera lens sold in Saudi Arabia,11763.24,Canon,6/18/2017
974,2,P000974,Lenovo Tab M10 974,Lenovo Tab M10 tablet sold in Saudi Arabia,2932.69,Lenovo,9/21/2016
975,2,P000975,HP HyperX Cloud Headset 975,HP HyperX Cloud Headset headphones sold in Saudi Arabia,7450.61,HP,2/19/2017
976,2,P000976,LG Dishwasher QuadWash 976,LG Dishwasher QuadWash kitchen or home appliance sold in Saudi Arabia,3606.63,LG,12/19/2025
977,3,P000977,Sony ZV-1 Camera 977,Sony ZV-1 Camera camera sold in Saudi Arabia,5676.71,Sony,3/30/2024
978,3,P000978,Lenovo Legion Go Handheld 978,Lenovo Legion Go Handheld laptop sold in Saudi Arabia,3078.26,Lenovo,4/9/2018
979,2,P000979,Philips Food Processor 979,Philips Food Processor kitchen or home appliance sold in Saudi Arabia,5011.25,Philips,11/1/2025
980,5,P000980,Dell Pro Wireless Mouse 980,Dell Pro Wireless Mouse computer accessory sold in Saudi Arabia,5846.36,Dell,2/17/2020
981,4,P000981,Samsung Galaxy Watch7 981,Samsung Galaxy Watch7 product sold in Saudi Arabia,4674.7,Samsung,5/18/2026
982,2,P000982,Huawei Smart Keyboard 982,Huawei Smart Keyboard computer accessory sold in Saudi Arabia,4397.86,Huawei,7/11/2019
983,2,P000983,Huawei USB-C Dock 983,Huawei USB-C Dock computer accessory sold in Saudi Arabia,6017,Huawei,4/23/2019
984,3,P000984,Huawei Backup Storage Drive 984,Huawei Backup Storage Drive storage device sold in Saudi Arabia,9515.42,Huawei,1/28/2025
985,4,P000985,Lenovo ThinkVision P27 Monitor 985,Lenovo ThinkVision P27 Monitor monitor sold in Saudi Arabia,5544.15,Lenovo,5/14/2025
986,4,P000986,Samsung Galaxy Buds2 Pro 986,Samsung Galaxy Buds2 Pro product sold in Saudi Arabia,3137.25,Samsung,1/2/2018
987,5,P000987,Samsung Galaxy Buds FE 987,Samsung Galaxy Buds FE wireless earbuds sold in Saudi Arabia,4378.19,Samsung,2/19/2020
988,2,P000988,Adidas Originals T-Shirt 988,Adidas Originals T-Shirt apparel sold in Saudi Arabia,6067.55,Adidas,10/21/2024
989,3,P000989,Dell Premier Rechargeable Mouse 989,Dell Premier Rechargeable Mouse computer accessory sold in Saudi Arabia,439.28,Dell,6/6/2020
990,2,P000990,Sony FE 24-70mm Lens 990,Sony FE 24-70mm Lens camera lens sold in Saudi Arabia,2854.57,Sony,3/29/2026
991,4,P000991,Panasonic Bread Maker 991,Panasonic Bread Maker kitchen or home appliance sold in Saudi Arabia,10905.38,Panasonic,11/14/2016
992,5,P000992,IKEA RÅSKOG Utility Cart 992,IKEA RÅSKOG Utility Cart furniture sold in Saudi Arabia,6408.79,IKEA,7/29/2021
993,3,P000993,Nike Metcon 9 Training Shoes 993,Nike Metcon 9 Training Shoes footwear sold in Saudi Arabia,1218,Nike,12/3/2020
994,4,P000994,Samsung Odyssey G5 Monitor 994,Samsung Odyssey G5 Monitor monitor sold in Saudi Arabia,-10,Samsung,4/16/2023
995,4,P000995,Philips Coffee Maker 995,Philips Coffee Maker kitchen or home appliance sold in Saudi Arabia,839.8,Philips,3/13/2025
996,4,P000996,Huawei Pura 70 Pro 996,Huawei Pura 70 Pro product sold in Saudi Arabia,5776.2,Huawei,9/3/2022
997,5,P000997,Sony FE 50mm Lens 997,Sony FE 50mm Lens camera lens sold in Saudi Arabia,4504.56,Sony,2/15/2019
998,5,P000998,Huawei Mate 60 Pro 998,Huawei Mate 60 Pro product sold in Saudi Arabia,2484.86,Huawei,7/20/2023
999,2,P000999,Sony FE 70-200mm Lens 999,Sony FE 70-200mm Lens camera lens sold in Saudi Arabia,9161.42,Sony,12/2/2019
1000,3,P001000,Dell Alienware Gaming Mouse 1000,Dell Alienware Gaming Mouse laptop sold in Saudi Arabia,5514.48,Dell,7/26/2019
1001,1,P001001,Dell Alienware Gaming Keyboard 1001,Dell Alienware Gaming Keyboard laptop sold in Saudi Arabia,5582.67,Dell,10/23/2016
1002,4,P001002,Huawei nova 12 SE 1002,Huawei nova 12 SE product sold in Saudi Arabia,662.85,Huawei,9/13/2025
1003,5,P001003,Apple iPad Air 1003,Apple iPad Air tablet sold in Saudi Arabia,9923.55,Apple,10/19/2016
1004,4,P001004,Philips Espresso Machine 1004,Philips Espresso Machine kitchen or home appliance sold in Saudi Arabia,4101.69,Philips,7/27/2018
1005,4,P001005,Apple iPad mini 1005,Apple iPad mini tablet sold in Saudi Arabia,9179.61,Apple,4/30/2023
1006,1,P001006,Dell 65W Adapter 1006,Dell 65W Adapter computer accessory sold in Saudi Arabia,8601.4,Dell,10/25/2017
1007,4,P001007,Huawei nova 11i 1007,Huawei nova 11i product sold in Saudi Arabia,1555.03,Huawei,11/6/2016
1008,2,P001008,HP HyperX Alloy Keyboard 1008,HP HyperX Alloy Keyboard computer accessory sold in Saudi Arabia,5747.89,HP,9/18/2018
1009,2,P001009,Nike Free Run Shoes 1009,Nike Free Run Shoes footwear sold in Saudi Arabia,10168.28,Nike,12/6/2025
1010,3,P001010,HP Laptop Backpack 1010,HP Laptop Backpack laptop sold in Saudi Arabia,0,HP,3/1/2018
1011,4,P001011,Canon RF 50mm Lens 1011,Canon RF 50mm Lens camera lens sold in Saudi Arabia,7130.04,Canon,3/27/2020
1012,1,P001012,Sony WH-1000XM5 Headphones 1012,Sony WH-1000XM5 Headphones headphones sold in Saudi Arabia,7825.17,Sony,8/23/2017
1013,4,P001013,Dell 130W Adapter 1013,Dell 130W Adapter computer accessory sold in Saudi Arabia,3397.11,Dell,12/7/2025
1014,1,P001014,Lenovo ThinkVision T24 Monitor 1014,Lenovo ThinkVision T24 Monitor monitor sold in Saudi Arabia,1626.34,Lenovo,1/4/2017
1015,4,P001015,Nike Jordan 1 Shoes 1015,Nike Jordan 1 Shoes footwear sold in Saudi Arabia,6541.98,Nike,1/28/2023
1016,3,P001016,HP 65W Adapter 1016,HP 65W Adapter computer accessory sold in Saudi Arabia,2219.74,HP,12/9/2016
1017,5,P001017,Panasonic Blender 1017,Panasonic Blender kitchen or home appliance sold in Saudi Arabia,5564.51,Panasonic,4/9/2025
1018,4,P001018,Sony WH-CH720N Headphones 1018,Sony WH-CH720N Headphones headphones sold in Saudi Arabia,5455.99,Sony,8/20/2025
1019,4,P001019,HP 90W Adapter 1019,HP 90W Adapter computer accessory sold in Saudi Arabia,4582.01,HP,8/19/2019
1020,4,P001020,IKEA SKÅDIS Pegboard 1020,IKEA SKÅDIS Pegboard furniture sold in Saudi Arabia,6987.93,IKEA,8/15/2016
1021,3,P001021,IKEA VARDAGEN Dinnerware Set 1021,IKEA VARDAGEN Dinnerware Set home storage and kitchen item sold in Saudi Arabia,5225.09,IKEA,11/9/2016
1022,1,P001022,Apple Watch Series 1022,Apple Watch Series smartwatch sold in Saudi Arabia,3387.74,Apple,9/25/2019
1023,1,P001023,Samsung Odyssey G7 Monitor 1023,Samsung Odyssey G7 Monitor monitor sold in Saudi Arabia,9864.76,Samsung,1/13/2026
1024,5,P001024,Xiaomi POCO X6 Pro 1024,Xiaomi POCO X6 Pro smartphone sold in Saudi Arabia,4925.52,Xiaomi,11/14/2024
1025,3,P001025,Sony WF-1000XM5 Earbuds 1025,Sony WF-1000XM5 Earbuds wireless earbuds sold in Saudi Arabia,3523.09,Sony,5/23/2018
1026,3,P001026,Nike Jordan 4 Shoes 1026,Nike Jordan 4 Shoes footwear sold in Saudi Arabia,11154.64,Nike,6/24/2021
1027,4,P001027,LG Soundbar S95QR 1027,LG Soundbar S95QR audio device sold in Saudi Arabia,7845.71,LG,3/7/2019
1028,1,P001028,Panasonic Juicer 1028,Panasonic Juicer kitchen or home appliance sold in Saudi Arabia,1910.73,Panasonic,10/13/2022
1029,2,P001029,Adidas Essentials T-Shirt 1029,Adidas Essentials T-Shirt apparel sold in Saudi Arabia,7627.02,Adidas,11/13/2017
1030,3,P001030,IKEA 365 Food Container 1030,IKEA 365 Food Container home storage and kitchen item sold in Saudi Arabia,3859.06,IKEA,4/18/2019
1031,2,P001031,Canon RF 70-200mm Lens 1031,Canon RF 70-200mm Lens camera lens sold in Saudi Arabia,5550.7,Canon,11/28/2022
1032,1,P001032,Samsung Smart Monitor M8 1032,Samsung Smart Monitor M8 monitor sold in Saudi Arabia,3288.24,Samsung,5/31/2025
1033,1,P001033,Nike Dri-FIT T-Shirt 1033,Nike Dri-FIT T-Shirt apparel sold in Saudi Arabia,4422.1,Nike,1/7/2026
1034,4,P001034,LG Blu-ray Player 1034,LG Blu-ray Player product sold in Saudi Arabia,8173.94,LG,2/6/2020
1035,5,P001035,Dell Backpack 1035,Dell Backpack bag sold in Saudi Arabia,10858.82,Dell,1/27/2017
1036,3,P001036,Samsung QLED 4K TV 1036,Samsung QLED 4K TV television sold in Saudi Arabia,6833.64,Samsung,3/3/2026
1037,2,P001037,Xiaomi Pad 1037,Xiaomi Pad tablet sold in Saudi Arabia,6897.98,Xiaomi,3/12/2019
1038,3,P001038,Samsung Neo QLED 8K TV 1038,Samsung Neo QLED 8K TV television sold in Saudi Arabia,6988.83,Samsung,10/20/2022
1039,1,P001039,Adidas Tracksuit 1039,Adidas Tracksuit apparel sold in Saudi Arabia,2711.44,Adidas,7/5/2023
1040,4,P001040,Sony LinkBuds S Earbuds 1040,Sony LinkBuds S Earbuds wireless earbuds sold in Saudi Arabia,9253.36,Sony,11/16/2017
1041,5,P001041,Nike Sportswear T-Shirt 1041,Nike Sportswear T-Shirt apparel sold in Saudi Arabia,3933.56,Nike,10/24/2018
1042,4,P001042,Sony Xperia 1 V 1042,Sony Xperia 1 V smartphone sold in Saudi Arabia,2673.36,Sony,3/22/2022
1043,1,P001043,Lenovo Q27 Monitor 1043,Lenovo Q27 Monitor monitor sold in Saudi Arabia,7092.83,Lenovo,11/2/2017
1044,3,P001044,IKEA KORKEN Jar 1044,IKEA KORKEN Jar home storage and kitchen item sold in Saudi Arabia,1155.61,IKEA,4/18/2018
1045,2,P001045,Philips Steam Iron 1045,Philips Steam Iron kitchen or home appliance sold in Saudi Arabia,5204.19,Philips,1/10/2020
1046,4,P001046,Samsung The Frame TV 1046,Samsung The Frame TV television sold in Saudi Arabia,4581.15,Samsung,7/17/2019
1047,3,P001047,Lenovo USB-C Dock Gen 1047,Lenovo USB-C Dock Gen computer accessory sold in Saudi Arabia,6444.79,Lenovo,8/4/2018
1048,1,P001048,HP Webcam 1048,HP Webcam computer accessory sold in Saudi Arabia,7473.99,HP,3/1/2022
1049,5,P001049,Canon EF 50mm Lens 1049,Canon EF 50mm Lens camera lens sold in Saudi Arabia,9820.54,Canon,11/18/2022
1050,2,P001050,Dell Sleeve 1050,Dell Sleeve bag sold in Saudi Arabia,231.15,Dell,6/29/2021
1051,5,P001051,Sony Xperia 10 V 1051,Sony Xperia 10 V smartphone sold in Saudi Arabia,9233.52,Sony,1/3/2024
1052,4,P001052,Samsung Bespoke Refrigerator 1052,Samsung Bespoke Refrigerator refrigerator sold in Saudi Arabia,5298.55,Samsung,5/17/2020
1053,4,P001053,IKEA FEJKA Artificial Plant 1053,IKEA FEJKA Artificial Plant product sold in Saudi Arabia,9798.39,IKEA,2/28/2025
1054,5,P001054,Huawei MatePad Pro 1054,Huawei MatePad Pro tablet sold in Saudi Arabia,9890.99,Huawei,7/29/2021
1055,3,P001055,Nike Club Fleece Hoodie 1055,Nike Club Fleece Hoodie apparel sold in Saudi Arabia,10648.52,Nike,11/29/2025
1056,4,P001056,LG Smart Projector 1056,LG Smart Projector product sold in Saudi Arabia,7670.17,LG,5/16/2021
1057,3,P001057,Dell XPS 13 Laptop 1057,Dell XPS 13 Laptop laptop sold in Saudi Arabia,10547.65,Dell,3/3/2021
1058,3,P001058,Xiaomi Redmi Pad SE 1058,Xiaomi Redmi Pad SE smartphone sold in Saudi Arabia,10019.63,Xiaomi,10/6/2020
1059,1,P001059,Apple Watch Ultra 1059,Apple Watch Ultra smartwatch sold in Saudi Arabia,853.19,Apple,4/30/2017
1060,5,P001060,Panasonic Hair Dryer 1060,Panasonic Hair Dryer laundry appliance sold in Saudi Arabia,187.09,Panasonic,11/7/2019
1061,4,P001061,HP Thunderbolt Dock 1061,HP Thunderbolt Dock computer accessory sold in Saudi Arabia,9187.54,HP,6/29/2024
1062,5,P001062,Dell XPS 15 Laptop 1062,Dell XPS 15 Laptop laptop sold in Saudi Arabia,11348.87,Dell,5/5/2018
1063,2,P001063,Nike Tech Fleece Hoodie 1063,Nike Tech Fleece Hoodie apparel sold in Saudi Arabia,8459.64,Nike,2/17/2019
1064,2,P001064,Panasonic Shaver 1064,Panasonic Shaver personal care product sold in Saudi Arabia,9249.28,Panasonic,7/17/2019
1065,2,P001065,Nike Running Jacket 1065,Nike Running Jacket apparel sold in Saudi Arabia,8163.48,Nike,2/25/2023
1066,5,P001066,Huawei MatePad 11.5 1066,Huawei MatePad 11.5 tablet sold in Saudi Arabia,2903.5,Huawei,5/27/2018
1067,4,P001067,Lenovo ThinkPad Keyboard 1067,Lenovo ThinkPad Keyboard laptop sold in Saudi Arabia,6604.06,Lenovo,10/7/2023
1068,1,P001068,Apple AirPods Pro 1068,Apple AirPods Pro wireless earbuds sold in Saudi Arabia,3426.67,Apple,4/1/2020
1069,4,P001069,Xiaomi Mi Band 1069,Xiaomi Mi Band smartwatch sold in Saudi Arabia,10954.65,Xiaomi,9/9/2024
1070,4,P001070,Canon Speedlite Flash 1070,Canon Speedlite Flash camera or printer accessory sold in Saudi Arabia,5146.57,Canon,1/26/2018
1071,1,P001071,Huawei MateBook X Pro 1071,Huawei MateBook X Pro laptop sold in Saudi Arabia,6079.68,Huawei,8/3/2024
1072,3,P001072,Huawei MateBook D 1072,Huawei MateBook D laptop sold in Saudi Arabia,76.12,Huawei,1/18/2024
1073,4,P001073,HP Spectre x360 Laptop 1073,HP Spectre x360 Laptop laptop sold in Saudi Arabia,8037.47,HP,9/7/2023
1074,4,P001074,IKEA TERTIAL Work Lamp 1074,IKEA TERTIAL Work Lamp lighting product sold in Saudi Arabia,1913.01,IKEA,7/31/2025
1075,1,P001075,Adidas Training Pants 1075,Adidas Training Pants apparel sold in Saudi Arabia,7713.37,Adidas,12/28/2020
1076,2,P001076,Philips Garment Steamer 1076,Philips Garment Steamer kitchen or home appliance sold in Saudi Arabia,5621.91,Philips,4/27/2020
1077,5,P001077,Adidas Hoodie 1077,Adidas Hoodie apparel sold in Saudi Arabia,1319.11,Adidas,9/27/2018
1078,5,P001078,Canon PIXMA G3420 Printer 1078,Canon PIXMA G3420 Printer printer sold in Saudi Arabia,508.11,Canon,8/13/2020
1079,1,P001079,Adidas Windbreaker Jacket 1079,Adidas Windbreaker Jacket apparel sold in Saudi Arabia,5872.1,Adidas,8/26/2020
1080,4,P001080,IKEA TRÅDFRI LED Bulb 1080,IKEA TRÅDFRI LED Bulb lighting product sold in Saudi Arabia,5305.9,IKEA,7/13/2016
1081,1,P001081,Canon PIXMA TS7440 Printer 1081,Canon PIXMA TS7440 Printer printer sold in Saudi Arabia,1146.68,Canon,9/29/2017
1082,4,P001082,Adidas Football Jersey 1082,Adidas Football Jersey apparel sold in Saudi Arabia,2023.29,Adidas,11/2/2024
1083,1,P001083,Adidas Shorts 1083,Adidas Shorts apparel sold in Saudi Arabia,2060,Adidas,4/25/2023
1084,1,P001084,Lenovo Wireless Mouse 1084,Lenovo Wireless Mouse computer accessory sold in Saudi Arabia,4461.4,Lenovo,1/29/2018
1085,1,P001085,Panasonic Trimmer 1085,Panasonic Trimmer personal care product sold in Saudi Arabia,10966.39,Panasonic,10/18/2017
1086,5,P001086,Philips Vacuum Cleaner 1086,Philips Vacuum Cleaner vacuum cleaner sold in Saudi Arabia,10404.75,Philips,1/21/2024
1087,3,P001087,Nike Windrunner Jacket 1087,Nike Windrunner Jacket apparel sold in Saudi Arabia,2069.43,Nike,4/14/2020
1088,2,P001088,HP Envy x360 Laptop 1088,HP Envy x360 Laptop laptop sold in Saudi Arabia,8695.1,HP,7/15/2017
1089,2,P001089,Xiaomi Watch S3 1089,Xiaomi Watch S3 smartwatch sold in Saudi Arabia,6036.66,Xiaomi,12/21/2017
1090,4,P001090,HP Pavilion 15 Laptop 1090,HP Pavilion 15 Laptop laptop sold in Saudi Arabia,3442.9,HP,2/4/2020
1091,4,P001091,LG Monitor Stand 1091,LG Monitor Stand monitor sold in Saudi Arabia,1151.62,LG,9/1/2018
1092,5,P001092,Lenovo Backpack 1092,Lenovo Backpack bag sold in Saudi Arabia,465.4,Lenovo,3/24/2018
1093,2,P001093,Canon PIXMA TR8620 Printer 1093,Canon PIXMA TR8620 Printer printer sold in Saudi Arabia,2822.52,Canon,1/15/2019
1094,4,P001094,Philips Air Purifier 1094,Philips Air Purifier air treatment appliance sold in Saudi Arabia,9086.43,Philips,3/5/2025
1095,1,P001095,Panasonic Iron 1095,Panasonic Iron kitchen or home appliance sold in Saudi Arabia,3264.08,Panasonic,1/16/2021
1096,5,P001096,Nike Training Shorts 1096,Nike Training Shorts apparel sold in Saudi Arabia,5573.45,Nike,8/3/2025
1097,4,P001097,Adidas Backpack 1097,Adidas Backpack bag sold in Saudi Arabia,8149.66,Adidas,4/10/2025
1098,4,P001098,Panasonic Vacuum Cleaner 1098,Panasonic Vacuum Cleaner vacuum cleaner sold in Saudi Arabia,694.11,Panasonic,10/24/2025
1099,2,P001099,Philips Humidifier 1099,Philips Humidifier air treatment appliance sold in Saudi Arabia,11876.09,Philips,9/19/2024
1100,5,P001100,Nike Joggers 1100,Nike Joggers apparel sold in Saudi Arabia,11421.48,Nike,11/7/2016
1101,2,P001101,Samsung Bespoke Microwave 1101,Samsung Bespoke Microwave microwave oven sold in Saudi Arabia,9295.37,Samsung,4/28/2020
1102,4,P001102,Philips LED Bulb 1102,Philips LED Bulb lighting product sold in Saudi Arabia,3214.68,Philips,12/18/2025
1103,3,P001103,Philips Hue Starter Kit 1103,Philips Hue Starter Kit lighting product sold in Saudi Arabia,4044.48,Philips,12/28/2017
1104,5,P001104,Canon MAXIFY GX6040 Printer 1104,Canon MAXIFY GX6040 Printer printer sold in Saudi Arabia,2138.77,Canon,4/19/2024
1105,4,P001105,Apple AirPods Max 1105,Apple AirPods Max wireless earbuds sold in Saudi Arabia,610.25,Apple,4/6/2024
1106,3,P001106,Adidas Duffel Bag 1106,Adidas Duffel Bag bag sold in Saudi Arabia,8378.48,Adidas,3/13/2025
1107,5,P001107,LG Remote Control 1107,LG Remote Control computer accessory sold in Saudi Arabia,4906.95,LG,5/15/2018
1108,1,P001108,Lenovo Sleeve 1108,Lenovo Sleeve bag sold in Saudi Arabia,6701.91,Lenovo,6/24/2019
1109,2,P001109,IKEA DIMPA Storage Bag 1109,IKEA DIMPA Storage Bag storage device sold in Saudi Arabia,6247.93,IKEA,12/11/2017
1110,4,P001110,Adidas Cap 1110,Adidas Cap sports accessory sold in Saudi Arabia,5658.78,Adidas,12/19/2025
1111,4,P001111,HP Pavilion Plus 14 Laptop 1111,HP Pavilion Plus 14 Laptop laptop sold in Saudi Arabia,4221.11,HP,12/17/2023
1112,1,P001112,Dell XPS 16 Laptop 1112,Dell XPS 16 Laptop laptop sold in Saudi Arabia,596.67,Dell,2/14/2024
1113,4,P001113,Panasonic Air Conditioner 1113,Panasonic Air Conditioner air conditioner sold in Saudi Arabia,7884.65,Panasonic,12/31/2018
1114,4,P001114,Dell Inspiron 14 Laptop 1114,Dell Inspiron 14 Laptop laptop sold in Saudi Arabia,4197.16,Dell,9/6/2024
1115,5,P001115,Nike Tracksuit 1115,Nike Tracksuit apparel sold in Saudi Arabia,11591.96,Nike,1/5/2025
1116,5,P001116,Huawei MateBook 1116,Huawei MateBook laptop sold in Saudi Arabia,5384.87,Huawei,2/20/2021
1117,3,P001117,Xiaomi Redmi Watch 1117,Xiaomi Redmi Watch smartphone sold in Saudi Arabia,6784.76,Xiaomi,1/31/2025
1118,5,P001118,Sony Bravia XR OLED TV 1118,Sony Bravia XR OLED TV television sold in Saudi Arabia,10555.31,Sony,12/3/2023
1119,3,P001119,Lenovo 65W USB-C Adapter 1119,Lenovo 65W USB-C Adapter computer accessory sold in Saudi Arabia,1109.54,Lenovo,11/17/2025
1120,1,P001120,Philips Hue Lightstrip 1120,Philips Hue Lightstrip lighting product sold in Saudi Arabia,5687.12,Philips,6/30/2025
1121,2,P001121,Canon imageCLASS Printer 1121,Canon imageCLASS Printer printer sold in Saudi Arabia,9281.44,Canon,8/24/2025
1122,5,P001122,Huawei Watch GT 1122,Huawei Watch GT smartwatch sold in Saudi Arabia,6106.35,Huawei,7/18/2016
1123,3,P001123,HP EliteBook 840 Laptop 1123,HP EliteBook 840 Laptop laptop sold in Saudi Arabia,6294.25,hp,11/12/2016
1124,3,P001124,Huawei Watch Fit 1124,Huawei Watch Fit smartwatch sold in Saudi Arabia,5929.26,Huawei,9/7/2022
1125,2,P001125,Lenovo Webcam 1125,Lenovo Webcam computer accessory sold in Saudi Arabia,5823.32,Lenovo,7/8/2022
1126,1,P001126,Apple HomePod mini 1126,Apple HomePod mini audio device sold in Saudi Arabia,7510.84,Apple,9/2/2024
1127,1,P001127,Xiaomi Buds 5 Pro 1127,Xiaomi Buds 5 Pro wireless earbuds sold in Saudi Arabia,1429.53,Xiaomi,12/2/2017
1128,5,P001128,LG OLED C4 TV 1128,LG OLED C4 TV television sold in Saudi Arabia,4245.43,LG,6/20/2024
1129,5,P001129,IKEA BILLY Bookcase 1129,IKEA BILLY Bookcase furniture sold in Saudi Arabia,9543.22,ikea,2/13/2026
1130,5,P001130,Samsung Bespoke Washing Machine 1130,Samsung Bespoke Washing Machine laundry appliance sold in Saudi Arabia,11320.14,Samsung,11/12/2019
1131,4,P001131,IKEA KALLAX Shelf Unit 1131,IKEA KALLAX Shelf Unit furniture sold in Saudi Arabia,3601.17,IKEA,9/22/2017
1132,2,P001132,Apple TV 4K 1132,Apple TV 4K television sold in Saudi Arabia,4712.39,Apple,7/1/2021
1133,1,P001133,Sony Bravia 4K LED TV 1133,Sony Bravia 4K LED TV television sold in Saudi Arabia,4657.88,Sony,9/9/2025
1134,4,P001134,Panasonic Refrigerator 1134,Panasonic Refrigerator refrigerator sold in Saudi Arabia,2968.05,Panasonic,10/7/2024
1135,3,P001135,LG OLED G4 TV 1135,LG OLED G4 TV television sold in Saudi Arabia,870.42,LG,12/7/2021
1136,4,P001136,Canon SELPHY CP1500 Printer 1136,Canon SELPHY CP1500 Printer printer sold in Saudi Arabia,1571.69,Canon,4/6/2025
1137,1,P001137,Philips Desk Lamp 1137,Philips Desk Lamp furniture sold in Saudi Arabia,5493.23,Philips,2/2/2019
1138,4,P001138,Sony PlayStation 5 Console 1138,Sony PlayStation 5 Console gaming device sold in Saudi Arabia,11477.9,Sony,8/8/2021
1139,1,P001139,Sony DualSense Controller 1139,Sony DualSense Controller gaming device sold in Saudi Arabia,5970.73,Sony,4/11/2020
1140,4,P001140,HP EliteBook 1040 Laptop 1140,HP EliteBook 1040 Laptop laptop sold in Saudi Arabia,11882.99,HP,1/1/2021
1141,4,P001141,Apple Magic Keyboard 1141,Apple Magic Keyboard computer accessory sold in Saudi Arabia,11323.1,Apple,5/2/2020
1142,2,P001142,Sony Pulse 3D Headset 1142,Sony Pulse 3D Headset headphones sold in Saudi Arabia,6421.34,Sony,9/24/2016
1143,1,P001143,Apple Magic Mouse 1143,Apple Magic Mouse computer accessory sold in Saudi Arabia,10306.89,Apple,3/24/2017
1144,5,P001144,Lenovo Smart Clock 1144,Lenovo Smart Clock product sold in Saudi Arabia,3975.98,Lenovo,5/22/2025
1145,4,P001145,Lenovo ThinkPad X1 Carbon 1145,Lenovo ThinkPad X1 Carbon laptop sold in Saudi Arabia,383.77,Lenovo,4/2/2026
1146,2,P001146,Philips Monitor 1146,Philips Monitor monitor sold in Saudi Arabia,11802.26,Philips,4/22/2020
1147,3,P001147,Apple Magic Trackpad 1147,Apple Magic Trackpad computer accessory sold in Saudi Arabia,1249.64,apple,2/10/2026
1148,2,P001148,Xiaomi Buds 4 Active 1148,Xiaomi Buds 4 Active wireless earbuds sold in Saudi Arabia,4945.73,Xiaomi,10/17/2022
1149,5,P001149,Sony SRS-XB100 Speaker 1149,Sony SRS-XB100 Speaker audio device sold in Saudi Arabia,6522.34,Sony,3/16/2026
1150,3,P001150,Samsung Bespoke Dryer 1150,Samsung Bespoke Dryer laundry appliance sold in Saudi Arabia,2928.08,Samsung,6/8/2018
1151,4,P001151,Dell Inspiron 15 Laptop 1151,Dell Inspiron 15 Laptop laptop sold in Saudi Arabia,4264.32,Dell,4/22/2021
1152,5,P001152,Adidas Socks Pack 1152,Adidas Socks Pack sports accessory sold in Saudi Arabia,6991.76,Adidas,11/14/2016
1153,4,P001153,Samsung Jet Bot Robot Vacuum 1153,Samsung Jet Bot Robot Vacuum vacuum cleaner sold in Saudi Arabia,8309.58,Samsung,5/25/2018
1154,2,P001154,Panasonic Washing Machine 1154,Panasonic Washing Machine laundry appliance sold in Saudi Arabia,4698.61,Panasonic,10/26/2023
1155,1,P001155,Dell Inspiron 16 Laptop 1155,Dell Inspiron 16 Laptop laptop sold in Saudi Arabia,6489.67,Dell,8/13/2020
1156,1,P001156,Canon Scanner LiDE 1156,Canon Scanner LiDE product sold in Saudi Arabia,8519.06,Canon,6/14/2023
